annotation_file,selected_object_count,split
aachen_000063_000019_gtFine_polygons.json,12,train
aachen_000064_000019_gtFine_polygons.json,28,train
aachen_000065_000019_gtFine_polygons.json,27,train
aachen_000066_000019_gtFine_polygons.json,37,train
aachen_000067_000019_gtFine_polygons.json,34,train
aachen_000068_000019_gtFine_polygons.json,10,train
aachen_000069_000019_gtFine_polygons.json,15,train
aachen_000070_000019_gtFine_polygons.json,27,train
aachen_000071_000019_gtFine_polygons.json,38,train
aachen_000072_000019_gtFine_polygons.json,13,train
aachen_000073_000019_gtFine_polygons.json,14,train
aachen_000074_000019_gtFine_polygons.json,15,train
aachen_000075_000019_gtFine_polygons.json,13,train
aachen_000076_000019_gtFine_polygons.json,16,train
aachen_000077_000019_gtFine_polygons.json,17,train
aachen_000078_000019_gtFine_polygons.json,13,train
aachen_000079_000019_gtFine_polygons.json,17,train
aachen_000080_000019_gtFine_polygons.json,50,train
aachen_000081_000019_gtFine_polygons.json,21,train
aachen_000082_000019_gtFine_polygons.json,13,train
aachen_000083_000019_gtFine_polygons.json,21,train
aachen_000084_000019_gtFine_polygons.json,46,train
aachen_000085_000019_gtFine_polygons.json,31,train
aachen_000086_000019_gtFine_polygons.json,21,train
aachen_000087_000019_gtFine_polygons.json,36,train
aachen_000088_000019_gtFine_polygons.json,14,train
aachen_000089_000019_gtFine_polygons.json,37,train
aachen_000090_000019_gtFine_polygons.json,30,train
aachen_000091_000019_gtFine_polygons.json,14,train
aachen_000092_000019_gtFine_polygons.json,31,train
aachen_000093_000019_gtFine_polygons.json,8,train
aachen_000094_000019_gtFine_polygons.json,10,train
aachen_000095_000019_gtFine_polygons.json,16,train
aachen_000096_000019_gtFine_polygons.json,6,train
aachen_000097_000019_gtFine_polygons.json,10,train
aachen_000098_000019_gtFine_polygons.json,12,train
aachen_000099_000019_gtFine_polygons.json,27,train
aachen_000100_000019_gtFine_polygons.json,18,train
aachen_000101_000019_gtFine_polygons.json,22,train
aachen_000102_000019_gtFine_polygons.json,26,train
aachen_000103_000019_gtFine_polygons.json,14,train
aachen_000104_000019_gtFine_polygons.json,14,train
aachen_000105_000019_gtFine_polygons.json,9,train
aachen_000106_000019_gtFine_polygons.json,22,train
aachen_000107_000019_gtFine_polygons.json,36,train
aachen_000108_000019_gtFine_polygons.json,25,train
aachen_000109_000019_gtFine_polygons.json,32,train
aachen_000110_000019_gtFine_polygons.json,23,train
aachen_000111_000019_gtFine_polygons.json,33,train
aachen_000112_000019_gtFine_polygons.json,12,train
aachen_000113_000019_gtFine_polygons.json,16,train
aachen_000114_000019_gtFine_polygons.json,12,train
aachen_000115_000019_gtFine_polygons.json,17,train
aachen_000116_000019_gtFine_polygons.json,24,train
aachen_000117_000019_gtFine_polygons.json,39,train
aachen_000118_000019_gtFine_polygons.json,39,train
aachen_000119_000019_gtFine_polygons.json,26,train
aachen_000120_000019_gtFine_polygons.json,28,train
aachen_000121_000019_gtFine_polygons.json,11,train
aachen_000122_000019_gtFine_polygons.json,20,train
aachen_000123_000019_gtFine_polygons.json,22,train
aachen_000124_000019_gtFine_polygons.json,34,train
aachen_000125_000019_gtFine_polygons.json,12,train
aachen_000126_000019_gtFine_polygons.json,14,train
aachen_000127_000019_gtFine_polygons.json,18,train
aachen_000128_000019_gtFine_polygons.json,34,train
aachen_000129_000019_gtFine_polygons.json,21,train
aachen_000130_000019_gtFine_polygons.json,31,train
aachen_000131_000019_gtFine_polygons.json,41,train
aachen_000132_000019_gtFine_polygons.json,19,train
aachen_000133_000019_gtFine_polygons.json,15,train
aachen_000134_000019_gtFine_polygons.json,21,train
aachen_000135_000019_gtFine_polygons.json,14,train
aachen_000136_000019_gtFine_polygons.json,29,train
aachen_000137_000019_gtFine_polygons.json,29,train
aachen_000138_000019_gtFine_polygons.json,19,train
aachen_000139_000019_gtFine_polygons.json,12,train
aachen_000140_000019_gtFine_polygons.json,24,train
aachen_000141_000019_gtFine_polygons.json,13,train
aachen_000142_000019_gtFine_polygons.json,24,train
aachen_000143_000019_gtFine_polygons.json,15,train
aachen_000144_000019_gtFine_polygons.json,18,train
aachen_000145_000019_gtFine_polygons.json,31,train
aachen_000146_000019_gtFine_polygons.json,18,train
aachen_000147_000019_gtFine_polygons.json,36,train
aachen_000148_000019_gtFine_polygons.json,9,train
aachen_000149_000019_gtFine_polygons.json,5,train
aachen_000150_000019_gtFine_polygons.json,11,train
aachen_000151_000019_gtFine_polygons.json,5,train
aachen_000152_000019_gtFine_polygons.json,4,train
aachen_000153_000019_gtFine_polygons.json,2,train
aachen_000154_000019_gtFine_polygons.json,21,train
aachen_000155_000019_gtFine_polygons.json,3,train
aachen_000156_000019_gtFine_polygons.json,5,train
aachen_000157_000019_gtFine_polygons.json,4,train
aachen_000158_000019_gtFine_polygons.json,5,train
aachen_000159_000019_gtFine_polygons.json,4,train
aachen_000160_000019_gtFine_polygons.json,13,train
aachen_000161_000019_gtFine_polygons.json,12,train
aachen_000162_000019_gtFine_polygons.json,14,train
aachen_000163_000019_gtFine_polygons.json,24,train
aachen_000164_000019_gtFine_polygons.json,15,train
aachen_000165_000019_gtFine_polygons.json,7,train
aachen_000166_000019_gtFine_polygons.json,20,train
aachen_000167_000019_gtFine_polygons.json,6,train
aachen_000168_000019_gtFine_polygons.json,32,train
aachen_000169_000019_gtFine_polygons.json,8,train
aachen_000170_000019_gtFine_polygons.json,29,train
aachen_000171_000019_gtFine_polygons.json,25,train
aachen_000172_000019_gtFine_polygons.json,23,train
aachen_000173_000019_gtFine_polygons.json,3,train
bochum_000000_000313_gtFine_polygons.json,13,train
bochum_000000_000600_gtFine_polygons.json,14,train
bochum_000000_000885_gtFine_polygons.json,19,train
bochum_000000_001097_gtFine_polygons.json,9,train
bochum_000000_001519_gtFine_polygons.json,17,train
bochum_000000_001828_gtFine_polygons.json,18,train
bochum_000000_002293_gtFine_polygons.json,13,train
bochum_000000_002562_gtFine_polygons.json,5,train
bochum_000000_003005_gtFine_polygons.json,14,train
bochum_000000_003245_gtFine_polygons.json,18,train
bochum_000000_003674_gtFine_polygons.json,9,train
bochum_000000_004032_gtFine_polygons.json,8,train
bochum_000000_004229_gtFine_polygons.json,6,train
bochum_000000_004748_gtFine_polygons.json,22,train
bochum_000000_005537_gtFine_polygons.json,13,train
bochum_000000_005936_gtFine_polygons.json,10,train
bochum_000000_006026_gtFine_polygons.json,5,train
bochum_000000_006484_gtFine_polygons.json,5,train
bochum_000000_006746_gtFine_polygons.json,15,train
bochum_000000_007150_gtFine_polygons.json,22,train
bochum_000000_007651_gtFine_polygons.json,29,train
bochum_000000_007950_gtFine_polygons.json,12,train
bochum_000000_008162_gtFine_polygons.json,10,train
bochum_000000_008448_gtFine_polygons.json,24,train
bochum_000000_008804_gtFine_polygons.json,15,train
bochum_000000_009554_gtFine_polygons.json,5,train
bochum_000000_009951_gtFine_polygons.json,26,train
bochum_000000_010562_gtFine_polygons.json,17,train
bochum_000000_010700_gtFine_polygons.json,7,train
bochum_000000_011255_gtFine_polygons.json,19,train
bochum_000000_011711_gtFine_polygons.json,16,train
bochum_000000_013209_gtFine_polygons.json,26,train
bochum_000000_013705_gtFine_polygons.json,5,train
bochum_000000_014332_gtFine_polygons.json,15,train
bochum_000000_014658_gtFine_polygons.json,15,train
bochum_000000_014803_gtFine_polygons.json,19,train
bochum_000000_015038_gtFine_polygons.json,15,train
bochum_000000_015321_gtFine_polygons.json,12,train
bochum_000000_015645_gtFine_polygons.json,11,train
bochum_000000_015880_gtFine_polygons.json,12,train
bochum_000000_016125_gtFine_polygons.json,2,train
bochum_000000_016260_gtFine_polygons.json,9,train
bochum_000000_016591_gtFine_polygons.json,25,train
bochum_000000_016758_gtFine_polygons.json,20,train
bochum_000000_017216_gtFine_polygons.json,18,train
bochum_000000_017453_gtFine_polygons.json,14,train
bochum_000000_018195_gtFine_polygons.json,20,train
bochum_000000_019188_gtFine_polygons.json,9,train
bochum_000000_020673_gtFine_polygons.json,24,train
bochum_000000_020776_gtFine_polygons.json,21,train
bochum_000000_020899_gtFine_polygons.json,16,train
bochum_000000_021070_gtFine_polygons.json,12,train
bochum_000000_021325_gtFine_polygons.json,13,train
bochum_000000_021393_gtFine_polygons.json,16,train
bochum_000000_021479_gtFine_polygons.json,19,train
bochum_000000_021606_gtFine_polygons.json,20,train
bochum_000000_022210_gtFine_polygons.json,13,train
bochum_000000_022414_gtFine_polygons.json,18,train
bochum_000000_023040_gtFine_polygons.json,12,train
bochum_000000_023174_gtFine_polygons.json,8,train
bochum_000000_023435_gtFine_polygons.json,15,train
bochum_000000_023648_gtFine_polygons.json,9,train
bochum_000000_024196_gtFine_polygons.json,14,train
bochum_000000_024343_gtFine_polygons.json,14,train
bochum_000000_024524_gtFine_polygons.json,6,train
bochum_000000_024717_gtFine_polygons.json,5,train
bochum_000000_024855_gtFine_polygons.json,7,train
bochum_000000_025746_gtFine_polygons.json,16,train
bochum_000000_025833_gtFine_polygons.json,15,train
bochum_000000_026056_gtFine_polygons.json,11,train
bochum_000000_026634_gtFine_polygons.json,1,train
bochum_000000_027057_gtFine_polygons.json,2,train
bochum_000000_027699_gtFine_polygons.json,19,train
bochum_000000_027951_gtFine_polygons.json,24,train
bochum_000000_028297_gtFine_polygons.json,16,train
bochum_000000_028764_gtFine_polygons.json,17,train
bochum_000000_029203_gtFine_polygons.json,16,train
bochum_000000_029721_gtFine_polygons.json,12,train
bochum_000000_030913_gtFine_polygons.json,6,train
bochum_000000_031152_gtFine_polygons.json,0,train
bochum_000000_031477_gtFine_polygons.json,2,train
bochum_000000_031687_gtFine_polygons.json,4,train
bochum_000000_031922_gtFine_polygons.json,1,train
bochum_000000_032169_gtFine_polygons.json,10,train
bochum_000000_033056_gtFine_polygons.json,10,train
bochum_000000_033331_gtFine_polygons.json,7,train
bochum_000000_033531_gtFine_polygons.json,10,train
bochum_000000_033714_gtFine_polygons.json,26,train
bochum_000000_034936_gtFine_polygons.json,18,train
bochum_000000_035958_gtFine_polygons.json,31,train
bochum_000000_036606_gtFine_polygons.json,23,train
bochum_000000_037039_gtFine_polygons.json,16,train
bochum_000000_037223_gtFine_polygons.json,24,train
bochum_000000_037829_gtFine_polygons.json,6,train
bochum_000000_038022_gtFine_polygons.json,15,train
bochum_000000_038150_gtFine_polygons.json,20,train
bremen_000000_000019_gtFine_polygons.json,7,train
bremen_000001_000019_gtFine_polygons.json,5,train
bremen_000002_000019_gtFine_polygons.json,1,train
bremen_000003_000019_gtFine_polygons.json,7,train
bremen_000004_000019_gtFine_polygons.json,14,train
bremen_000005_000019_gtFine_polygons.json,21,train
bremen_000006_000019_gtFine_polygons.json,21,train
bremen_000007_000019_gtFine_polygons.json,12,train
bremen_000008_000019_gtFine_polygons.json,15,train
bremen_000009_000019_gtFine_polygons.json,20,train
bremen_000010_000019_gtFine_polygons.json,18,train
bremen_000011_000019_gtFine_polygons.json,20,train
bremen_000012_000019_gtFine_polygons.json,52,train
bremen_000013_000019_gtFine_polygons.json,17,train
bremen_000014_000019_gtFine_polygons.json,3,train
bremen_000015_000019_gtFine_polygons.json,5,train
bremen_000016_000019_gtFine_polygons.json,16,train
bremen_000017_000019_gtFine_polygons.json,37,train
bremen_000018_000019_gtFine_polygons.json,11,train
bremen_000019_000019_gtFine_polygons.json,22,train
bremen_000020_000019_gtFine_polygons.json,9,train
bremen_000021_000019_gtFine_polygons.json,15,train
bremen_000022_000019_gtFine_polygons.json,9,train
bremen_000023_000019_gtFine_polygons.json,12,train
bremen_000024_000019_gtFine_polygons.json,3,train
bremen_000025_000019_gtFine_polygons.json,4,train
bremen_000026_000019_gtFine_polygons.json,14,train
bremen_000027_000019_gtFine_polygons.json,10,train
bremen_000028_000019_gtFine_polygons.json,5,train
bremen_000029_000019_gtFine_polygons.json,20,train
bremen_000030_000019_gtFine_polygons.json,9,train
bremen_000031_000019_gtFine_polygons.json,7,train
bremen_000032_000019_gtFine_polygons.json,8,train
bremen_000033_000019_gtFine_polygons.json,4,train
bremen_000034_000019_gtFine_polygons.json,11,train
bremen_000035_000019_gtFine_polygons.json,13,train
bremen_000036_000019_gtFine_polygons.json,5,train
bremen_000037_000019_gtFine_polygons.json,6,train
bremen_000038_000019_gtFine_polygons.json,11,train
bremen_000039_000019_gtFine_polygons.json,4,train
bremen_000040_000019_gtFine_polygons.json,4,train
bremen_000041_000019_gtFine_polygons.json,4,train
bremen_000042_000019_gtFine_polygons.json,7,train
bremen_000043_000019_gtFine_polygons.json,5,train
bremen_000044_000019_gtFine_polygons.json,26,train
bremen_000045_000019_gtFine_polygons.json,32,train
bremen_000046_000019_gtFine_polygons.json,8,train
bremen_000047_000019_gtFine_polygons.json,12,train
bremen_000048_000019_gtFine_polygons.json,6,train
bremen_000049_000019_gtFine_polygons.json,3,train
bremen_000050_000019_gtFine_polygons.json,11,train
bremen_000051_000019_gtFine_polygons.json,12,train
bremen_000052_000019_gtFine_polygons.json,46,train
bremen_000053_000019_gtFine_polygons.json,22,train
bremen_000054_000019_gtFine_polygons.json,22,train
bremen_000055_000019_gtFine_polygons.json,12,train
bremen_000056_000019_gtFine_polygons.json,24,train
bremen_000057_000019_gtFine_polygons.json,3,train
bremen_000058_000019_gtFine_polygons.json,9,train
bremen_000059_000019_gtFine_polygons.json,15,train
bremen_000060_000019_gtFine_polygons.json,26,train
bremen_000061_000019_gtFine_polygons.json,17,train
bremen_000062_000019_gtFine_polygons.json,8,train
bremen_000063_000019_gtFine_polygons.json,12,train
bremen_000064_000019_gtFine_polygons.json,4,train
bremen_000065_000019_gtFine_polygons.json,11,train
bremen_000066_000019_gtFine_polygons.json,15,train
bremen_000067_000019_gtFine_polygons.json,26,train
bremen_000068_000019_gtFine_polygons.json,16,train
bremen_000069_000019_gtFine_polygons.json,36,train
bremen_000070_000019_gtFine_polygons.json,22,train
bremen_000071_000019_gtFine_polygons.json,17,train
bremen_000072_000019_gtFine_polygons.json,12,train
bremen_000073_000019_gtFine_polygons.json,4,train
bremen_000074_000019_gtFine_polygons.json,22,train
bremen_000075_000019_gtFine_polygons.json,11,train
bremen_000076_000019_gtFine_polygons.json,17,train
bremen_000077_000019_gtFine_polygons.json,18,train
bremen_000078_000019_gtFine_polygons.json,23,train
bremen_000079_000019_gtFine_polygons.json,22,train
bremen_000080_000019_gtFine_polygons.json,25,train
bremen_000081_000019_gtFine_polygons.json,11,train
bremen_000082_000019_gtFine_polygons.json,8,train
bremen_000083_000019_gtFine_polygons.json,26,train
bremen_000084_000019_gtFine_polygons.json,15,train
bremen_000085_000019_gtFine_polygons.json,14,train
bremen_000086_000019_gtFine_polygons.json,14,train
bremen_000087_000019_gtFine_polygons.json,9,train
bremen_000088_000019_gtFine_polygons.json,13,train
bremen_000089_000019_gtFine_polygons.json,12,train
bremen_000090_000019_gtFine_polygons.json,10,train
bremen_000091_000019_gtFine_polygons.json,10,train
bremen_000092_000019_gtFine_polygons.json,16,train
bremen_000093_000019_gtFine_polygons.json,16,train
bremen_000094_000019_gtFine_polygons.json,16,train
bremen_000095_000019_gtFine_polygons.json,14,train
bremen_000096_000019_gtFine_polygons.json,14,train
bremen_000097_000019_gtFine_polygons.json,18,train
bremen_000098_000019_gtFine_polygons.json,36,train
bremen_000099_000019_gtFine_polygons.json,42,train
bremen_000100_000019_gtFine_polygons.json,45,train
bremen_000101_000019_gtFine_polygons.json,33,train
bremen_000102_000019_gtFine_polygons.json,43,train
bremen_000103_000019_gtFine_polygons.json,34,train
bremen_000104_000019_gtFine_polygons.json,27,train
bremen_000105_000019_gtFine_polygons.json,38,train
bremen_000106_000019_gtFine_polygons.json,12,train
bremen_000107_000019_gtFine_polygons.json,9,train
bremen_000108_000019_gtFine_polygons.json,23,train
bremen_000109_000019_gtFine_polygons.json,20,train
bremen_000110_000019_gtFine_polygons.json,24,train
bremen_000111_000019_gtFine_polygons.json,17,train
bremen_000112_000019_gtFine_polygons.json,19,train
bremen_000113_000019_gtFine_polygons.json,10,train
bremen_000114_000019_gtFine_polygons.json,9,train
bremen_000115_000019_gtFine_polygons.json,17,train
bremen_000116_000019_gtFine_polygons.json,12,train
bremen_000117_000019_gtFine_polygons.json,14,train
bremen_000118_000019_gtFine_polygons.json,17,train
bremen_000119_000019_gtFine_polygons.json,13,train
bremen_000120_000019_gtFine_polygons.json,13,train
bremen_000121_000019_gtFine_polygons.json,11,train
bremen_000122_000019_gtFine_polygons.json,18,train
bremen_000123_000019_gtFine_polygons.json,13,train
bremen_000124_000019_gtFine_polygons.json,21,train
bremen_000125_000019_gtFine_polygons.json,6,train
bremen_000126_000019_gtFine_polygons.json,8,train
bremen_000127_000019_gtFine_polygons.json,4,train
bremen_000128_000019_gtFine_polygons.json,11,train
bremen_000129_000019_gtFine_polygons.json,9,train
bremen_000130_000019_gtFine_polygons.json,13,train
bremen_000131_000019_gtFine_polygons.json,12,train
bremen_000132_000019_gtFine_polygons.json,13,train
bremen_000133_000019_gtFine_polygons.json,17,train
bremen_000134_000019_gtFine_polygons.json,14,train
bremen_000135_000019_gtFine_polygons.json,11,train
bremen_000136_000019_gtFine_polygons.json,15,train
bremen_000137_000019_gtFine_polygons.json,13,train
bremen_000138_000019_gtFine_polygons.json,9,train
bremen_000139_000019_gtFine_polygons.json,20,train
bremen_000140_000019_gtFine_polygons.json,17,train
bremen_000141_000019_gtFine_polygons.json,28,train
bremen_000142_000019_gtFine_polygons.json,13,train
bremen_000143_000019_gtFine_polygons.json,13,train
bremen_000144_000019_gtFine_polygons.json,7,train
bremen_000145_000019_gtFine_polygons.json,10,train
bremen_000146_000019_gtFine_polygons.json,8,train
bremen_000147_000019_gtFine_polygons.json,7,train
bremen_000148_000019_gtFine_polygons.json,6,train
bremen_000149_000019_gtFine_polygons.json,15,train
bremen_000150_000019_gtFine_polygons.json,16,train
bremen_000151_000019_gtFine_polygons.json,13,train
bremen_000152_000019_gtFine_polygons.json,8,train
bremen_000153_000019_gtFine_polygons.json,14,train
bremen_000154_000019_gtFine_polygons.json,5,train
bremen_000155_000019_gtFine_polygons.json,15,train
bremen_000156_000019_gtFine_polygons.json,5,train
bremen_000157_000019_gtFine_polygons.json,5,train
bremen_000158_000019_gtFine_polygons.json,17,train
bremen_000159_000019_gtFine_polygons.json,4,train
bremen_000160_000019_gtFine_polygons.json,5,train
bremen_000161_000019_gtFine_polygons.json,5,train
bremen_000162_000019_gtFine_polygons.json,3,train
bremen_000163_000019_gtFine_polygons.json,10,train
bremen_000164_000019_gtFine_polygons.json,8,train
bremen_000165_000019_gtFine_polygons.json,4,train
bremen_000166_000019_gtFine_polygons.json,11,train
bremen_000167_000019_gtFine_polygons.json,10,train
bremen_000168_000019_gtFine_polygons.json,7,train
bremen_000169_000019_gtFine_polygons.json,7,train
bremen_000170_000019_gtFine_polygons.json,4,train
bremen_000171_000019_gtFine_polygons.json,15,train
bremen_000172_000019_gtFine_polygons.json,15,train
bremen_000173_000019_gtFine_polygons.json,13,train
bremen_000174_000019_gtFine_polygons.json,7,train
bremen_000175_000019_gtFine_polygons.json,31,train
bremen_000176_000019_gtFine_polygons.json,28,train
bremen_000177_000019_gtFine_polygons.json,17,train
bremen_000178_000019_gtFine_polygons.json,20,train
bremen_000179_000019_gtFine_polygons.json,16,train
bremen_000180_000019_gtFine_polygons.json,14,train
bremen_000181_000019_gtFine_polygons.json,13,train
bremen_000182_000019_gtFine_polygons.json,19,train
bremen_000183_000019_gtFine_polygons.json,6,train
bremen_000184_000019_gtFine_polygons.json,7,train
bremen_000185_000019_gtFine_polygons.json,9,train
bremen_000186_000019_gtFine_polygons.json,6,train
bremen_000187_000019_gtFine_polygons.json,9,train
bremen_000188_000019_gtFine_polygons.json,11,train
bremen_000189_000019_gtFine_polygons.json,8,train
bremen_000190_000019_gtFine_polygons.json,4,train
bremen_000191_000019_gtFine_polygons.json,2,train
bremen_000192_000019_gtFine_polygons.json,7,train
bremen_000193_000019_gtFine_polygons.json,13,train
bremen_000194_000019_gtFine_polygons.json,10,train
bremen_000195_000019_gtFine_polygons.json,5,train
bremen_000196_000019_gtFine_polygons.json,13,train
bremen_000197_000019_gtFine_polygons.json,16,train
bremen_000198_000019_gtFine_polygons.json,21,train
bremen_000199_000019_gtFine_polygons.json,9,train
bremen_000200_000019_gtFine_polygons.json,8,train
bremen_000201_000019_gtFine_polygons.json,32,train
bremen_000202_000019_gtFine_polygons.json,21,train
bremen_000203_000019_gtFine_polygons.json,15,train
bremen_000204_000019_gtFine_polygons.json,13,train
bremen_000205_000019_gtFine_polygons.json,20,train
bremen_000206_000019_gtFine_polygons.json,17,train
bremen_000207_000019_gtFine_polygons.json,14,train
bremen_000208_000019_gtFine_polygons.json,18,train
bremen_000209_000019_gtFine_polygons.json,21,train
bremen_000210_000019_gtFine_polygons.json,23,train
bremen_000211_000019_gtFine_polygons.json,17,train
bremen_000212_000019_gtFine_polygons.json,16,train
bremen_000213_000019_gtFine_polygons.json,14,train
bremen_000214_000019_gtFine_polygons.json,14,train
bremen_000215_000019_gtFine_polygons.json,17,train
bremen_000216_000019_gtFine_polygons.json,24,train
bremen_000217_000019_gtFine_polygons.json,24,train
bremen_000218_000019_gtFine_polygons.json,25,train
bremen_000219_000019_gtFine_polygons.json,26,train
bremen_000220_000019_gtFine_polygons.json,20,train
bremen_000221_000019_gtFine_polygons.json,41,train
bremen_000222_000019_gtFine_polygons.json,28,train
bremen_000223_000019_gtFine_polygons.json,22,train
bremen_000224_000019_gtFine_polygons.json,26,train
bremen_000225_000019_gtFine_polygons.json,16,train
bremen_000226_000019_gtFine_polygons.json,13,train
bremen_000227_000019_gtFine_polygons.json,17,train
bremen_000228_000019_gtFine_polygons.json,13,train
bremen_000229_000019_gtFine_polygons.json,18,train
bremen_000230_000019_gtFine_polygons.json,3,train
bremen_000231_000019_gtFine_polygons.json,10,train
bremen_000232_000019_gtFine_polygons.json,8,train
bremen_000233_000019_gtFine_polygons.json,9,train
bremen_000234_000019_gtFine_polygons.json,18,train
bremen_000235_000019_gtFine_polygons.json,9,train
bremen_000236_000019_gtFine_polygons.json,9,train
bremen_000237_000019_gtFine_polygons.json,17,train
bremen_000238_000019_gtFine_polygons.json,13,train
bremen_000239_000019_gtFine_polygons.json,4,train
bremen_000240_000019_gtFine_polygons.json,16,train
bremen_000241_000019_gtFine_polygons.json,18,train
bremen_000242_000019_gtFine_polygons.json,9,train
bremen_000243_000019_gtFine_polygons.json,12,train
bremen_000244_000019_gtFine_polygons.json,6,train
bremen_000245_000019_gtFine_polygons.json,11,train
bremen_000246_000019_gtFine_polygons.json,19,train
bremen_000247_000019_gtFine_polygons.json,18,train
bremen_000248_000019_gtFine_polygons.json,26,train
bremen_000249_000019_gtFine_polygons.json,34,train
bremen_000250_000019_gtFine_polygons.json,27,train
bremen_000251_000019_gtFine_polygons.json,9,train
bremen_000252_000019_gtFine_polygons.json,22,train
bremen_000253_000019_gtFine_polygons.json,17,train
bremen_000254_000019_gtFine_polygons.json,34,train
bremen_000255_000019_gtFine_polygons.json,30,train
bremen_000256_000019_gtFine_polygons.json,21,train
bremen_000257_000019_gtFine_polygons.json,30,train
bremen_000258_000019_gtFine_polygons.json,29,train
bremen_000259_000019_gtFine_polygons.json,10,train
bremen_000260_000019_gtFine_polygons.json,18,train
bremen_000261_000019_gtFine_polygons.json,14,train
bremen_000262_000019_gtFine_polygons.json,12,train
bremen_000263_000019_gtFine_polygons.json,11,train
bremen_000264_000019_gtFine_polygons.json,21,train
bremen_000265_000019_gtFine_polygons.json,22,train
bremen_000266_000019_gtFine_polygons.json,13,train
bremen_000267_000019_gtFine_polygons.json,4,train
bremen_000268_000019_gtFine_polygons.json,20,train
bremen_000269_000019_gtFine_polygons.json,19,train
bremen_000270_000019_gtFine_polygons.json,11,train
bremen_000271_000019_gtFine_polygons.json,6,train
bremen_000272_000019_gtFine_polygons.json,2,train
bremen_000273_000019_gtFine_polygons.json,17,train
bremen_000274_000019_gtFine_polygons.json,23,train
bremen_000275_000019_gtFine_polygons.json,20,train
bremen_000276_000019_gtFine_polygons.json,22,train
bremen_000277_000019_gtFine_polygons.json,8,train
bremen_000278_000019_gtFine_polygons.json,18,train
bremen_000279_000019_gtFine_polygons.json,22,train
bremen_000280_000019_gtFine_polygons.json,8,train
bremen_000281_000019_gtFine_polygons.json,8,train
bremen_000282_000019_gtFine_polygons.json,12,train
bremen_000283_000019_gtFine_polygons.json,14,train
bremen_000284_000019_gtFine_polygons.json,8,train
bremen_000285_000019_gtFine_polygons.json,21,train
bremen_000286_000019_gtFine_polygons.json,24,train
bremen_000287_000019_gtFine_polygons.json,21,train
