annotation_file,class_name,bbox_width,bbox_height,bbox_area,bbox_area_ratio,split
aachen_000008_000019_gtFine_polygons.json,car,21,16,336,0.00016,train
aachen_000008_000019_gtFine_polygons.json,car,62,31,1922,0.000916,train
aachen_000008_000019_gtFine_polygons.json,motorcycle,26,38,988,0.000471,train
aachen_000008_000019_gtFine_polygons.json,person,14,46,644,0.000307,train
aachen_000008_000019_gtFine_polygons.json,person,17,49,833,0.000397,train
aachen_000008_000019_gtFine_polygons.json,person,17,45,765,0.000365,train
aachen_000008_000019_gtFine_polygons.json,person,16,50,800,0.000381,train
aachen_000009_000019_gtFine_polygons.json,person,42,160,6720,0.003204,train
aachen_000009_000019_gtFine_polygons.json,person,65,159,10335,0.004928,train
aachen_000009_000019_gtFine_polygons.json,motorcycle,66,123,8118,0.003871,train
aachen_000009_000019_gtFine_polygons.json,person,45,138,6210,0.002961,train
aachen_000009_000019_gtFine_polygons.json,car,35,40,1400,0.000668,train
aachen_000009_000019_gtFine_polygons.json,car,44,53,2332,0.001112,train
aachen_000009_000019_gtFine_polygons.json,car,63,21,1323,0.000631,train
aachen_000009_000019_gtFine_polygons.json,car,28,48,1344,0.000641,train
aachen_000009_000019_gtFine_polygons.json,car,137,75,10275,0.0049,train
aachen_000009_000019_gtFine_polygons.json,car,60,45,2700,0.001287,train
aachen_000009_000019_gtFine_polygons.json,person,36,106,3816,0.00182,train
aachen_000009_000019_gtFine_polygons.json,person,40,114,4560,0.002174,train
aachen_000009_000019_gtFine_polygons.json,car,52,78,4056,0.001934,train
aachen_000009_000019_gtFine_polygons.json,car,62,85,5270,0.002513,train
aachen_000009_000019_gtFine_polygons.json,car,169,110,18590,0.008864,train
aachen_000010_000019_gtFine_polygons.json,car,16,17,272,0.00013,train
aachen_000010_000019_gtFine_polygons.json,car,26,23,598,0.000285,train
aachen_000010_000019_gtFine_polygons.json,car,18,16,288,0.000137,train
aachen_000010_000019_gtFine_polygons.json,car,10,11,110,5.2e-05,train
aachen_000010_000019_gtFine_polygons.json,car,25,23,575,0.000274,train
aachen_000010_000019_gtFine_polygons.json,car,32,28,896,0.000427,train
aachen_000010_000019_gtFine_polygons.json,car,34,23,782,0.000373,train
aachen_000010_000019_gtFine_polygons.json,car,25,28,700,0.000334,train
aachen_000010_000019_gtFine_polygons.json,car,19,33,627,0.000299,train
aachen_000010_000019_gtFine_polygons.json,car,56,43,2408,0.001148,train
aachen_000010_000019_gtFine_polygons.json,car,16,11,176,8.4e-05,train
aachen_000010_000019_gtFine_polygons.json,car,18,18,324,0.000154,train
aachen_000010_000019_gtFine_polygons.json,car,22,22,484,0.000231,train
aachen_000010_000019_gtFine_polygons.json,car,94,43,4042,0.001927,train
aachen_000010_000019_gtFine_polygons.json,car,46,27,1242,0.000592,train
aachen_000010_000019_gtFine_polygons.json,bicycle,55,136,7480,0.003567,train
aachen_000010_000019_gtFine_polygons.json,car,53,40,2120,0.001011,train
aachen_000010_000019_gtFine_polygons.json,person,15,60,900,0.000429,train
aachen_000010_000019_gtFine_polygons.json,car,116,66,7656,0.003651,train
aachen_000010_000019_gtFine_polygons.json,person,43,97,4171,0.001989,train
aachen_000010_000019_gtFine_polygons.json,person,51,115,5865,0.002797,train
aachen_000010_000019_gtFine_polygons.json,car,28,13,364,0.000174,train
aachen_000010_000019_gtFine_polygons.json,car,152,60,9120,0.004349,train
aachen_000010_000019_gtFine_polygons.json,car,176,71,12496,0.005959,train
aachen_000010_000019_gtFine_polygons.json,bicycle,169,183,30927,0.014747,train
aachen_000010_000019_gtFine_polygons.json,rider,110,256,28160,0.013428,train
aachen_000010_000019_gtFine_polygons.json,bicycle,260,190,49400,0.023556,train
aachen_000010_000019_gtFine_polygons.json,person,17,64,1088,0.000519,train
aachen_000010_000019_gtFine_polygons.json,car,496,314,155744,0.074265,train
aachen_000010_000019_gtFine_polygons.json,bicycle,184,191,35144,0.016758,train
aachen_000010_000019_gtFine_polygons.json,motorcycle,28,146,4088,0.001949,train
aachen_000010_000019_gtFine_polygons.json,car,513,729,373977,0.178326,train
aachen_000010_000019_gtFine_polygons.json,person,16,67,1072,0.000511,train
aachen_000011_000019_gtFine_polygons.json,person,9,13,117,5.6e-05,train
aachen_000011_000019_gtFine_polygons.json,person,9,17,153,7.3e-05,train
aachen_000011_000019_gtFine_polygons.json,car,32,25,800,0.000381,train
aachen_000011_000019_gtFine_polygons.json,car,41,28,1148,0.000547,train
aachen_000011_000019_gtFine_polygons.json,person,9,25,225,0.000107,train
aachen_000011_000019_gtFine_polygons.json,person,5,17,85,4.1e-05,train
aachen_000011_000019_gtFine_polygons.json,bus,117,57,6669,0.00318,train
aachen_000011_000019_gtFine_polygons.json,person,14,33,462,0.00022,train
aachen_000011_000019_gtFine_polygons.json,person,10,34,340,0.000162,train
aachen_000011_000019_gtFine_polygons.json,person,16,37,592,0.000282,train
aachen_000011_000019_gtFine_polygons.json,person,13,35,455,0.000217,train
aachen_000011_000019_gtFine_polygons.json,car,86,49,4214,0.002009,train
aachen_000011_000019_gtFine_polygons.json,car,180,133,23940,0.011415,train
aachen_000011_000019_gtFine_polygons.json,car,101,74,7474,0.003564,train
aachen_000011_000019_gtFine_polygons.json,car,236,165,38940,0.018568,train
aachen_000011_000019_gtFine_polygons.json,car,433,249,107817,0.051411,train
aachen_000011_000019_gtFine_polygons.json,car,80,96,7680,0.003662,train
aachen_000011_000019_gtFine_polygons.json,car,271,242,65582,0.031272,train
aachen_000011_000019_gtFine_polygons.json,car,35,24,840,0.000401,train
aachen_000011_000019_gtFine_polygons.json,bicycle,32,24,768,0.000366,train
aachen_000011_000019_gtFine_polygons.json,bicycle,37,38,1406,0.00067,train
aachen_000011_000019_gtFine_polygons.json,bicycle,30,28,840,0.000401,train
aachen_000011_000019_gtFine_polygons.json,person,12,27,324,0.000154,train
aachen_000011_000019_gtFine_polygons.json,person,20,42,840,0.000401,train
aachen_000011_000019_gtFine_polygons.json,person,20,47,940,0.000448,train
aachen_000011_000019_gtFine_polygons.json,person,23,35,805,0.000384,train
aachen_000011_000019_gtFine_polygons.json,person,15,24,360,0.000172,train
aachen_000011_000019_gtFine_polygons.json,person,16,25,400,0.000191,train
aachen_000011_000019_gtFine_polygons.json,person,23,50,1150,0.000548,train
aachen_000011_000019_gtFine_polygons.json,car,103,98,10094,0.004813,train
aachen_000012_000019_gtFine_polygons.json,person,5,14,70,3.3e-05,train
aachen_000012_000019_gtFine_polygons.json,person,26,94,2444,0.001165,train
aachen_000012_000019_gtFine_polygons.json,car,20,15,300,0.000143,train
aachen_000012_000019_gtFine_polygons.json,person,3,16,48,2.3e-05,train
aachen_000012_000019_gtFine_polygons.json,person,3,15,45,2.1e-05,train
aachen_000012_000019_gtFine_polygons.json,bus,28,40,1120,0.000534,train
aachen_000012_000019_gtFine_polygons.json,car,62,25,1550,0.000739,train
aachen_000012_000019_gtFine_polygons.json,person,11,28,308,0.000147,train
aachen_000012_000019_gtFine_polygons.json,person,10,31,310,0.000148,train
aachen_000012_000019_gtFine_polygons.json,person,12,54,648,0.000309,train
aachen_000012_000019_gtFine_polygons.json,car,55,23,1265,0.000603,train
aachen_000012_000019_gtFine_polygons.json,car,47,26,1222,0.000583,train
aachen_000012_000019_gtFine_polygons.json,car,72,81,5832,0.002781,train
aachen_000012_000019_gtFine_polygons.json,car,116,97,11252,0.005365,train
aachen_000012_000019_gtFine_polygons.json,person,31,53,1643,0.000783,train
aachen_000012_000019_gtFine_polygons.json,person,27,71,1917,0.000914,train
aachen_000012_000019_gtFine_polygons.json,person,25,94,2350,0.001121,train
aachen_000012_000019_gtFine_polygons.json,person,33,132,4356,0.002077,train
aachen_000012_000019_gtFine_polygons.json,person,67,210,14070,0.006709,train
aachen_000012_000019_gtFine_polygons.json,bus,498,322,160356,0.076464,train
aachen_000012_000019_gtFine_polygons.json,bus,91,88,8008,0.003819,train
aachen_000012_000019_gtFine_polygons.json,car,52,38,1976,0.000942,train
aachen_000012_000019_gtFine_polygons.json,person,16,27,432,0.000206,train
aachen_000012_000019_gtFine_polygons.json,person,8,16,128,6.1e-05,train
aachen_000012_000019_gtFine_polygons.json,car,48,41,1968,0.000938,train
aachen_000012_000019_gtFine_polygons.json,bus,229,121,27709,0.013213,train
aachen_000012_000019_gtFine_polygons.json,person,14,63,882,0.000421,train
aachen_000012_000019_gtFine_polygons.json,person,11,56,616,0.000294,train
aachen_000012_000019_gtFine_polygons.json,person,26,71,1846,0.00088,train
aachen_000012_000019_gtFine_polygons.json,person,25,92,2300,0.001097,train
aachen_000012_000019_gtFine_polygons.json,person,32,88,2816,0.001343,train
aachen_000012_000019_gtFine_polygons.json,rider,21,75,1575,0.000751,train
aachen_000012_000019_gtFine_polygons.json,bicycle,19,46,874,0.000417,train
aachen_000012_000019_gtFine_polygons.json,person,21,76,1596,0.000761,train
aachen_000012_000019_gtFine_polygons.json,person,28,87,2436,0.001162,train
aachen_000012_000019_gtFine_polygons.json,car,228,158,36024,0.017178,train
aachen_000012_000019_gtFine_polygons.json,car,427,374,159698,0.07615,train
aachen_000012_000019_gtFine_polygons.json,person,23,86,1978,0.000943,train
aachen_000013_000019_gtFine_polygons.json,person,14,46,644,0.000307,train
aachen_000013_000019_gtFine_polygons.json,car,179,82,14678,0.006999,train
aachen_000013_000019_gtFine_polygons.json,car,69,30,2070,0.000987,train
aachen_000013_000019_gtFine_polygons.json,car,117,80,9360,0.004463,train
aachen_000013_000019_gtFine_polygons.json,car,96,96,9216,0.004395,train
aachen_000013_000019_gtFine_polygons.json,car,170,126,21420,0.010214,train
aachen_000013_000019_gtFine_polygons.json,car,122,142,17324,0.008261,train
aachen_000013_000019_gtFine_polygons.json,car,120,108,12960,0.00618,train
aachen_000013_000019_gtFine_polygons.json,car,339,220,74580,0.035563,train
aachen_000013_000019_gtFine_polygons.json,car,224,262,58688,0.027985,train
aachen_000013_000019_gtFine_polygons.json,car,308,276,85008,0.040535,train
aachen_000013_000019_gtFine_polygons.json,car,100,356,35600,0.016975,train
aachen_000013_000019_gtFine_polygons.json,car,83,62,5146,0.002454,train
aachen_000013_000019_gtFine_polygons.json,person,12,36,432,0.000206,train
aachen_000013_000019_gtFine_polygons.json,person,16,34,544,0.000259,train
aachen_000013_000019_gtFine_polygons.json,person,14,36,504,0.00024,train
aachen_000013_000019_gtFine_polygons.json,person,18,59,1062,0.000506,train
aachen_000013_000019_gtFine_polygons.json,person,17,53,901,0.00043,train
aachen_000013_000019_gtFine_polygons.json,person,23,55,1265,0.000603,train
aachen_000013_000019_gtFine_polygons.json,car,86,63,5418,0.002584,train
aachen_000013_000019_gtFine_polygons.json,car,143,75,10725,0.005114,train
aachen_000013_000019_gtFine_polygons.json,car,148,83,12284,0.005857,train
aachen_000013_000019_gtFine_polygons.json,rider,39,103,4017,0.001915,train
aachen_000013_000019_gtFine_polygons.json,bicycle,39,72,2808,0.001339,train
aachen_000013_000019_gtFine_polygons.json,car,140,79,11060,0.005274,train
aachen_000013_000019_gtFine_polygons.json,bicycle,107,68,7276,0.003469,train
aachen_000013_000019_gtFine_polygons.json,car,151,120,18120,0.00864,train
aachen_000013_000019_gtFine_polygons.json,car,205,149,30545,0.014565,train
aachen_000013_000019_gtFine_polygons.json,car,292,167,48764,0.023252,train
aachen_000013_000019_gtFine_polygons.json,person,57,76,4332,0.002066,train
aachen_000013_000019_gtFine_polygons.json,person,47,62,2914,0.00139,train
aachen_000013_000019_gtFine_polygons.json,car,409,227,92843,0.044271,train
aachen_000013_000019_gtFine_polygons.json,car,138,317,43746,0.02086,train
aachen_000014_000019_gtFine_polygons.json,person,16,31,496,0.000237,train
aachen_000014_000019_gtFine_polygons.json,person,24,44,1056,0.000504,train
aachen_000014_000019_gtFine_polygons.json,person,34,97,3298,0.001573,train
aachen_000014_000019_gtFine_polygons.json,person,32,103,3296,0.001572,train
aachen_000014_000019_gtFine_polygons.json,person,48,92,4416,0.002106,train
aachen_000014_000019_gtFine_polygons.json,person,60,110,6600,0.003147,train
aachen_000014_000019_gtFine_polygons.json,person,37,115,4255,0.002029,train
aachen_000014_000019_gtFine_polygons.json,person,41,127,5207,0.002483,train
aachen_000014_000019_gtFine_polygons.json,car,17,14,238,0.000113,train
aachen_000014_000019_gtFine_polygons.json,car,21,18,378,0.00018,train
aachen_000014_000019_gtFine_polygons.json,car,35,26,910,0.000434,train
aachen_000014_000019_gtFine_polygons.json,person,12,32,384,0.000183,train
aachen_000014_000019_gtFine_polygons.json,person,7,17,119,5.7e-05,train
aachen_000014_000019_gtFine_polygons.json,person,6,15,90,4.3e-05,train
aachen_000014_000019_gtFine_polygons.json,bus,93,72,6696,0.003193,train
aachen_000014_000019_gtFine_polygons.json,car,94,76,7144,0.003407,train
aachen_000014_000019_gtFine_polygons.json,car,110,73,8030,0.003829,train
aachen_000014_000019_gtFine_polygons.json,person,131,313,41003,0.019552,train
aachen_000014_000019_gtFine_polygons.json,person,178,334,59452,0.028349,train
aachen_000014_000019_gtFine_polygons.json,person,89,377,33553,0.015999,train
aachen_000014_000019_gtFine_polygons.json,person,216,385,83160,0.039654,train
aachen_000014_000019_gtFine_polygons.json,motorcycle,188,219,41172,0.019632,train
aachen_000014_000019_gtFine_polygons.json,rider,188,269,50572,0.024115,train
aachen_000014_000019_gtFine_polygons.json,person,139,436,60604,0.028898,train
aachen_000014_000019_gtFine_polygons.json,person,27,97,2619,0.001249,train
aachen_000014_000019_gtFine_polygons.json,person,32,110,3520,0.001678,train
aachen_000014_000019_gtFine_polygons.json,person,29,114,3306,0.001576,train
aachen_000014_000019_gtFine_polygons.json,bicycle,130,58,7540,0.003595,train
aachen_000014_000019_gtFine_polygons.json,car,68,117,7956,0.003794,train
aachen_000014_000019_gtFine_polygons.json,person,112,505,56560,0.02697,train
aachen_000014_000019_gtFine_polygons.json,car,31,21,651,0.00031,train
aachen_000014_000019_gtFine_polygons.json,person,25,103,2575,0.001228,train
aachen_000014_000019_gtFine_polygons.json,car,7,19,133,6.3e-05,train
aachen_000015_000019_gtFine_polygons.json,person,30,97,2910,0.001388,train
aachen_000015_000019_gtFine_polygons.json,bicycle,160,104,16640,0.007935,train
aachen_000015_000019_gtFine_polygons.json,car,33,18,594,0.000283,train
aachen_000015_000019_gtFine_polygons.json,person,45,99,4455,0.002124,train
aachen_000015_000019_gtFine_polygons.json,person,10,28,280,0.000134,train
aachen_000015_000019_gtFine_polygons.json,person,13,28,364,0.000174,train
aachen_000015_000019_gtFine_polygons.json,person,9,24,216,0.000103,train
aachen_000015_000019_gtFine_polygons.json,person,7,26,182,8.7e-05,train
aachen_000015_000019_gtFine_polygons.json,person,13,22,286,0.000136,train
aachen_000015_000019_gtFine_polygons.json,person,11,16,176,8.4e-05,train
aachen_000015_000019_gtFine_polygons.json,car,25,24,600,0.000286,train
aachen_000015_000019_gtFine_polygons.json,car,41,30,1230,0.000587,train
aachen_000015_000019_gtFine_polygons.json,car,23,31,713,0.00034,train
aachen_000015_000019_gtFine_polygons.json,car,34,33,1122,0.000535,train
aachen_000015_000019_gtFine_polygons.json,car,42,35,1470,0.000701,train
aachen_000015_000019_gtFine_polygons.json,person,11,31,341,0.000163,train
aachen_000015_000019_gtFine_polygons.json,person,27,39,1053,0.000502,train
aachen_000015_000019_gtFine_polygons.json,person,27,39,1053,0.000502,train
aachen_000015_000019_gtFine_polygons.json,person,31,76,2356,0.001123,train
aachen_000015_000019_gtFine_polygons.json,person,31,48,1488,0.00071,train
aachen_000015_000019_gtFine_polygons.json,person,58,128,7424,0.00354,train
aachen_000015_000019_gtFine_polygons.json,bicycle,261,327,85347,0.040697,train
aachen_000015_000019_gtFine_polygons.json,car,31,31,961,0.000458,train
aachen_000015_000019_gtFine_polygons.json,car,34,52,1768,0.000843,train
aachen_000015_000019_gtFine_polygons.json,person,11,18,198,9.4e-05,train
aachen_000015_000019_gtFine_polygons.json,person,16,22,352,0.000168,train
aachen_000015_000019_gtFine_polygons.json,person,17,25,425,0.000203,train
aachen_000015_000019_gtFine_polygons.json,person,18,21,378,0.00018,train
aachen_000015_000019_gtFine_polygons.json,person,25,30,750,0.000358,train
aachen_000015_000019_gtFine_polygons.json,car,67,69,4623,0.002204,train
aachen_000015_000019_gtFine_polygons.json,car,104,93,9672,0.004612,train
aachen_000015_000019_gtFine_polygons.json,car,162,98,15876,0.00757,train
aachen_000015_000019_gtFine_polygons.json,bicycle,31,64,1984,0.000946,train
aachen_000015_000019_gtFine_polygons.json,person,42,156,6552,0.003124,train
aachen_000015_000019_gtFine_polygons.json,person,101,159,16059,0.007658,train
aachen_000015_000019_gtFine_polygons.json,person,82,171,14022,0.006686,train
aachen_000015_000019_gtFine_polygons.json,person,98,178,17444,0.008318,train
aachen_000015_000019_gtFine_polygons.json,car,326,252,82152,0.039173,train
aachen_000016_000019_gtFine_polygons.json,bus,80,41,3280,0.001564,train
aachen_000016_000019_gtFine_polygons.json,person,12,27,324,0.000154,train
aachen_000016_000019_gtFine_polygons.json,car,19,19,361,0.000172,train
aachen_000016_000019_gtFine_polygons.json,car,19,15,285,0.000136,train
aachen_000016_000019_gtFine_polygons.json,car,23,13,299,0.000143,train
